,SiteNo,Trip.date,year,month,Site,Transect,Letter,Trans_No,trans_ID,ID,observer,observer_num,lat,lon,Depth.m.,Species,Confidence,Number_Ind,Length,C,R,G,S,SG,SW,A,B,A1_size,K1_size,K2_size,Description,Comment,depth_category,a,b,method,c_t,weight
5292,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Plectropomus pessuliferus,0,1,27,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,NA,NA,NA,NA,NA
5293,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Thalassoma rueppellii,0,1,12,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,19.11601507
5294,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Thalassoma rueppellii,0,1,13,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,24.40179578
5295,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Heniochus intermedius,0,2,15,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.005405,3,mean,T,36.48375
5296,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Lethrinus obsoletus,0,1,30,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.017843333,3.02161,mean,T,518.5138186
5297,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Cephalopholis hemistiktos,0,1,12,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0232,3,mean,T,40.0896
5298,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Stethojulis albovittata,0,1,10,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02595,2.7995,mean,T,16.35450343
5299,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Parupeneus cyclostomus,0,1,13,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.016756667,3.036666667,mean,T,40.44476218
5300,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Bodianus anthioides,0,1,12,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01202,3.06,bayesian,T,24.11010382
5301,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Parupeneus macronemus,0,1,12,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,synonym,deep,NA,NA,NA,NA,NA
5302,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Parupeneus macronemus,0,1,10,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,synonym,deep,NA,NA,NA,NA,NA
5303,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Anampses twistii,0,1,10,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02146,3,mean,T,21.46
5304,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Labroides dimidiatus,0,2,10,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00592,3.171643333,mean,T,17.57903518
5305,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Parupeneus forsskali,0,1,22,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01202,3.09,bayesian,T,169.0404154
5306,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Sufflamen albicaudatum,0,1,15,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,synonym,deep,NA,NA,NA,NA,NA
5307,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Plectropomus pessuliferus,0,1,45,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,NA,NA,NA,NA,NA
5308,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Centropyge multispinis,0,1,12,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0302,2.89,bayesian,T,39.70459259
5309,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Chaetodon paucifasciatus,0,1,5,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02291,3.01,bayesian,T,2.910213173
5310,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Gomphosus caeruleus,0,1,15,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01452,3,mean,T,49.005
5311,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Gomphosus caeruleus,0,1,14,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01452,3,mean,T,39.84288
5312,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Heniochus intermedius,0,1,18,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.005405,3,mean,T,31.52196
5313,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Heniochus intermedius,0,2,15,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.005405,3,mean,T,36.48375
5314,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Scarus niger,0,1,18,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0183375,3.18199,mean,T,180.9692078
5315,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Pseudocheilinus evanidus,0,1,8,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00488,3.51,mean,T,7.215487462
5316,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Anampses twistii,0,1,11,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02146,3,mean,T,28.56326
5317,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Anampses twistii,0,1,6,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02146,3,mean,T,4.63536
5318,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Anampses twistii,0,1,5,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02146,3,mean,T,2.6825
5319,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Parupeneus macronemus,0,1,8,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,synonym,deep,NA,NA,NA,NA,NA
5320,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Stethojulis albovittata,0,1,11,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02595,2.7995,mean,T,21.35581668
5321,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Cephalopholis miniata,0,1,30,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01813,2.98905,mean,T,471.6144363
5322,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Paracheilinus octotaenia,0,1,8,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,5.550332796
5323,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Paracheilinus octotaenia,0,150,6,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,346.2160016
5324,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Paracheilinus octotaenia,0,20,3,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,5.573710226
5325,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Paracheilinus octotaenia,0,2,10,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,21.9242406
5326,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Paracheilinus octotaenia,0,30,8,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,166.5099839
5327,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Variola louti,0,1,55,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0138725,3.0545325,mean,T,2871.766535
5328,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Ctenochaetus striatus,0,1,8,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.037621667,2.995911667,mean,T,19.09923021
5329,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Ctenochaetus striatus,0,2,15,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.037621667,2.995911667,mean,T,251.1502155
5330,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Bodianus anthioides,0,1,20,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01202,3.06,bayesian,T,115.0949462
5331,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Bodianus anthioides,0,1,16,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01202,3.06,bayesian,T,58.14489821
5332,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Thalassoma rueppellii,0,1,13,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,24.40179578
5333,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Chaetodon paucifasciatus,0,2,14,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02291,3.01,bayesian,T,129.0923397
5334,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Paracheilinus octotaenia,0,150,6,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.00977,3.05,bayesian,T,346.2160016
5335,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Parupeneus forsskali,0,1,20,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.01202,3.09,bayesian,T,125.9178078
5336,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Oxycheilinus mentalis,0,1,11,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,synonym,deep,NA,NA,NA,NA,NA
5337,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Acanthurus nigrofuscus,0,1,11,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.038228333,2.994228333,mean,T,50.18256365
5338,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Aethaloperca rogaa,0,1,22,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,NA,NA,NA,NA,NA
5339,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Pseudanthias squamipinnis,0,2,7,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.0569,2.65,mean,T,19.75386439
5340,Japanease_gardens,01/12/2019,2019,december,NA,5,T,5T,japanease_gardens 5 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 5 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.5046,34.919818,19,Chaetodon austriacus,0,1,10,60,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep,0.02291,3.01,bayesian,T,23.44364245
5341,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Ctenochaetus striatus,0,2,12,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.037621667,2.995911667,mean,T,128.7062736
5342,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Cephalopholis hemistiktos,0,1,14,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0232,3,mean,T,63.6608
5343,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Cephalopholis hemistiktos,0,1,11,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0232,3,mean,T,30.8792
5344,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Cephalopholis hemistiktos,0,1,16,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0232,3,mean,T,95.0272
5345,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Anampses twistii,0,1,7,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02146,3,mean,T,7.36078
5346,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Anampses twistii,0,2,6,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02146,3,mean,T,9.27072
5347,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Pseudocheilinus hexataenia,0,2,6,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02188,3.038333333,mean,T,10.12418787
5348,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Rhinecanthus assasi,0,1,18,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,NA,NA,NA,NA,NA
5349,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Gomphosus caeruleus,0,1,12,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.01452,3,mean,T,25.09056
5350,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Gomphosus caeruleus,0,1,7,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.01452,3,mean,T,4.98036
5351,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Parupeneus cyclostomus,0,1,12,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.016756667,3.036666667,mean,T,31.71767587
5352,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Anampses meleagrides,0,2,6,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.01,3.06,bayesian,T,4.810307303
5353,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Larabicus quadrilineatus,0,2,8,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.00977,3.05,bayesian,T,11.10066559
5354,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Oxycheilinus digramma,0,1,10,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0245075,2.96175,mean,T,22.44135166
5355,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Chlorurus sordidus,0,1,10,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.020591667,3.087051667,mean,T,25.16188502
5356,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Chlorurus sordidus,0,1,12,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.020591667,3.087051667,mean,T,44.1753268
5357,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Centropyge multispinis,0,1,12,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.0302,2.89,bayesian,T,39.70459259
5358,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Chaetodon melannotus,0,2,14,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,NA,NA,NA,NA,NA
5359,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Chaetodon paucifasciatus,0,1,16,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02291,3.01,bayesian,T,96.4775435
5360,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Chaetodon austriacus,0,2,12,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02291,3.01,bayesian,T,81.16908223
5361,Japanease_gardens,01/12/2019,2019,december,NA,9,T,9T,japanease_gardens 9 Dvora Low Ramati Mai Lazarus december 2019,japanease_gardens 9 Mai Lazarus 2019 december,Mai Lazarus,one_observer,29.505039,34.919491,6.7,Chaetodon austriacus,0,1,6,84,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallow,0.02291,3.01,bayesian,T,5.038025401
